"joinID","Long","Lat"
281,524475.42623729,175729.363578465
282,524515.42623729,175729.363578465
283,524555.42623729,175729.363578465
288,524755.42623729,175729.363578465
289,524795.42623729,175729.363578465
290,524835.42623729,175729.363578465
291,524875.42623729,175729.363578465
292,524915.42623729,175729.363578465
293,524955.42623729,175729.363578465
294,524995.42623729,175729.363578465
296,525075.42623729,175729.363578465
297,525115.42623729,175729.363578465
298,525155.42623729,175729.363578465
299,525195.42623729,175729.363578465
300,525235.42623729,175729.363578465
302,525315.42623729,175729.363578465
311,525675.42623729,175729.363578465
312,525715.42623729,175729.363578465
313,525755.42623729,175729.363578465
320,526035.42623729,175729.363578465
321,526075.42623729,175729.363578465
322,526115.42623729,175729.363578465
328,524295.42623729,175764.004594616
329,524335.42623729,175764.004594616
330,524375.42623729,175764.004594616
331,524415.42623729,175764.004594616
332,524455.42623729,175764.004594616
340,524775.42623729,175764.004594616
341,524815.42623729,175764.004594616
342,524855.42623729,175764.004594616
343,524895.42623729,175764.004594616
344,524935.42623729,175764.004594616
345,524975.42623729,175764.004594616
346,525015.42623729,175764.004594616
347,525055.42623729,175764.004594616
348,525095.42623729,175764.004594616
349,525135.42623729,175764.004594616
350,525175.42623729,175764.004594616
351,525215.42623729,175764.004594616
353,525295.42623729,175764.004594616
354,525335.42623729,175764.004594616
355,525375.42623729,175764.004594616
356,525415.42623729,175764.004594616
361,525615.42623729,175764.004594616
362,525655.42623729,175764.004594616
363,525695.42623729,175764.004594616
364,525735.42623729,175764.004594616
373,526095.42623729,175764.004594616
374,526135.42623729,175764.004594616
375,526175.42623729,175764.004594616
379,524195.42623729,175798.645610768
380,524235.42623729,175798.645610768
381,524275.42623729,175798.645610768
382,524315.42623729,175798.645610768
383,524355.42623729,175798.645610768
384,524395.42623729,175798.645610768
385,524435.42623729,175798.645610768
394,524795.42623729,175798.645610768
395,524835.42623729,175798.645610768
396,524875.42623729,175798.645610768
397,524915.42623729,175798.645610768
398,524955.42623729,175798.645610768
399,524995.42623729,175798.645610768
400,525035.42623729,175798.645610768
401,525075.42623729,175798.645610768
402,525115.42623729,175798.645610768
406,525275.42623729,175798.645610768
407,525315.42623729,175798.645610768
408,525355.42623729,175798.645610768
409,525395.42623729,175798.645610768
410,525435.42623729,175798.645610768
413,525555.42623729,175798.645610768
414,525595.42623729,175798.645610768
415,525635.42623729,175798.645610768
417,525715.42623729,175798.645610768
419,525795.42623729,175798.645610768
428,526155.42623729,175798.645610768
429,526195.42623729,175798.645610768
434,524135.42623729,175833.286626919
435,524175.42623729,175833.286626919
436,524215.42623729,175833.286626919
437,524255.42623729,175833.286626919
439,524335.42623729,175833.286626919
440,524375.42623729,175833.286626919
441,524415.42623729,175833.286626919
446,524615.42623729,175833.286626919
447,524655.42623729,175833.286626919
448,524695.42623729,175833.286626919
450,524775.42623729,175833.286626919
451,524815.42623729,175833.286626919
452,524855.42623729,175833.286626919
453,524895.42623729,175833.286626919
454,524935.42623729,175833.286626919
455,524975.42623729,175833.286626919
456,525015.42623729,175833.286626919
457,525055.42623729,175833.286626919
462,525255.42623729,175833.286626919
463,525295.42623729,175833.286626919
465,525375.42623729,175833.286626919
466,525415.42623729,175833.286626919
467,525455.42623729,175833.286626919
468,525495.42623729,175833.286626919
469,525535.42623729,175833.286626919
470,525575.42623729,175833.286626919
471,525615.42623729,175833.286626919
475,525775.42623729,175833.286626919
486,526215.42623729,175833.286626919
491,524115.42623729,175867.927643071
492,524155.42623729,175867.927643071
493,524195.42623729,175867.927643071
494,524235.42623729,175867.927643071
495,524275.42623729,175867.927643071
502,524555.42623729,175867.927643071
503,524595.42623729,175867.927643071
504,524635.42623729,175867.927643071
505,524675.42623729,175867.927643071
506,524715.42623729,175867.927643071
507,524755.42623729,175867.927643071
508,524795.42623729,175867.927643071
509,524835.42623729,175867.927643071
510,524875.42623729,175867.927643071
511,524915.42623729,175867.927643071
512,524955.42623729,175867.927643071
513,524995.42623729,175867.927643071
514,525035.42623729,175867.927643071
515,525075.42623729,175867.927643071
516,525115.42623729,175867.927643071
517,525155.42623729,175867.927643071
519,525235.42623729,175867.927643071
520,525275.42623729,175867.927643071
521,525315.42623729,175867.927643071
522,525355.42623729,175867.927643071
523,525395.42623729,175867.927643071
524,525435.42623729,175867.927643071
526,525515.42623729,175867.927643071
527,525555.42623729,175867.927643071
528,525595.42623729,175867.927643071
529,525635.42623729,175867.927643071
530,525675.42623729,175867.927643071
535,525875.42623729,175867.927643071
537,525955.42623729,175867.927643071
544,526235.42623729,175867.927643071
549,524055.42623729,175902.568659222
550,524095.42623729,175902.568659222
551,524135.42623729,175902.568659222
552,524175.42623729,175902.568659222
553,524215.42623729,175902.568659222
554,524255.42623729,175902.568659222
555,524295.42623729,175902.568659222
556,524335.42623729,175902.568659222
563,524615.42623729,175902.568659222
564,524655.42623729,175902.568659222
565,524695.42623729,175902.568659222
567,524775.42623729,175902.568659222
568,524815.42623729,175902.568659222
569,524855.42623729,175902.568659222
570,524895.42623729,175902.568659222
571,524935.42623729,175902.568659222
572,524975.42623729,175902.568659222
573,525015.42623729,175902.568659222
574,525055.42623729,175902.568659222
575,525095.42623729,175902.568659222
576,525135.42623729,175902.568659222
578,525215.42623729,175902.568659222
579,525255.42623729,175902.568659222
580,525295.42623729,175902.568659222
582,525375.42623729,175902.568659222
583,525415.42623729,175902.568659222
585,525495.42623729,175902.568659222
586,525535.42623729,175902.568659222
587,525575.42623729,175902.568659222
588,525615.42623729,175902.568659222
589,525655.42623729,175902.568659222
590,525695.42623729,175902.568659222
592,525775.42623729,175902.568659222
596,525935.42623729,175902.568659222
603,526215.42623729,175902.568659222
604,526255.42623729,175902.568659222
608,523995.42623729,175937.209675373
609,524035.42623729,175937.209675373
610,524075.42623729,175937.209675373
611,524115.42623729,175937.209675373
612,524155.42623729,175937.209675373
613,524195.42623729,175937.209675373
614,524235.42623729,175937.209675373
615,524275.42623729,175937.209675373
616,524315.42623729,175937.209675373
617,524355.42623729,175937.209675373
619,524435.42623729,175937.209675373
620,524475.42623729,175937.209675373
622,524555.42623729,175937.209675373
624,524635.42623729,175937.209675373
626,524715.42623729,175937.209675373
628,524795.42623729,175937.209675373
629,524835.42623729,175937.209675373
630,524875.42623729,175937.209675373
631,524915.42623729,175937.209675373
632,524955.42623729,175937.209675373
633,524995.42623729,175937.209675373
634,525035.42623729,175937.209675373
635,525075.42623729,175937.209675373
636,525115.42623729,175937.209675373
637,525155.42623729,175937.209675373
638,525195.42623729,175937.209675373
639,525235.42623729,175937.209675373
640,525275.42623729,175937.209675373
641,525315.42623729,175937.209675373
643,525395.42623729,175937.209675373
644,525435.42623729,175937.209675373
645,525475.42623729,175937.209675373
646,525515.42623729,175937.209675373
647,525555.42623729,175937.209675373
648,525595.42623729,175937.209675373
649,525635.42623729,175937.209675373
650,525675.42623729,175937.209675373
651,525715.42623729,175937.209675373
656,525915.42623729,175937.209675373
658,525995.42623729,175937.209675373
664,526235.42623729,175937.209675373
665,526275.42623729,175937.209675373
670,523975.42623729,175971.850691525
671,524015.42623729,175971.850691525
672,524055.42623729,175971.850691525
673,524095.42623729,175971.850691525
674,524135.42623729,175971.850691525
675,524175.42623729,175971.850691525
676,524215.42623729,175971.850691525
677,524255.42623729,175971.850691525
678,524295.42623729,175971.850691525
679,524335.42623729,175971.850691525
680,524375.42623729,175971.850691525
682,524455.42623729,175971.850691525
683,524495.42623729,175971.850691525
686,524615.42623729,175971.850691525
688,524695.42623729,175971.850691525
690,524775.42623729,175971.850691525
691,524815.42623729,175971.850691525
692,524855.42623729,175971.850691525
693,524895.42623729,175971.850691525
694,524935.42623729,175971.850691525
695,524975.42623729,175971.850691525
696,525015.42623729,175971.850691525
697,525055.42623729,175971.850691525
698,525095.42623729,175971.850691525
699,525135.42623729,175971.850691525
700,525175.42623729,175971.850691525
701,525215.42623729,175971.850691525
702,525255.42623729,175971.850691525
703,525295.42623729,175971.850691525
704,525335.42623729,175971.850691525
705,525375.42623729,175971.850691525
706,525415.42623729,175971.850691525
707,525455.42623729,175971.850691525
708,525495.42623729,175971.850691525
709,525535.42623729,175971.850691525
710,525575.42623729,175971.850691525
711,525615.42623729,175971.850691525
712,525655.42623729,175971.850691525
714,525735.42623729,175971.850691525
718,525895.42623729,175971.850691525
720,525975.42623729,175971.850691525
727,526255.42623729,175971.850691525
728,526295.42623729,175971.850691525
732,523915.42623729,176006.491707676
733,523955.42623729,176006.491707676
734,523995.42623729,176006.491707676
735,524035.42623729,176006.491707676
736,524075.42623729,176006.491707676
737,524115.42623729,176006.491707676
738,524155.42623729,176006.491707676
739,524195.42623729,176006.491707676
740,524235.42623729,176006.491707676
741,524275.42623729,176006.491707676
742,524315.42623729,176006.491707676
743,524355.42623729,176006.491707676
750,524635.42623729,176006.491707676
752,524715.42623729,176006.491707676
754,524795.42623729,176006.491707676
755,524835.42623729,176006.491707676
756,524875.42623729,176006.491707676
757,524915.42623729,176006.491707676
758,524955.42623729,176006.491707676
759,524995.42623729,176006.491707676
760,525035.42623729,176006.491707676
761,525075.42623729,176006.491707676
762,525115.42623729,176006.491707676
763,525155.42623729,176006.491707676
764,525195.42623729,176006.491707676
765,525235.42623729,176006.491707676
766,525275.42623729,176006.491707676
767,525315.42623729,176006.491707676
768,525355.42623729,176006.491707676
769,525395.42623729,176006.491707676
770,525435.42623729,176006.491707676
771,525475.42623729,176006.491707676
772,525515.42623729,176006.491707676
773,525555.42623729,176006.491707676
774,525595.42623729,176006.491707676
775,525635.42623729,176006.491707676
780,525835.42623729,176006.491707676
782,525915.42623729,176006.491707676
785,526035.42623729,176006.491707676
790,526235.42623729,176006.491707676
791,526275.42623729,176006.491707676
792,526315.42623729,176006.491707676
795,523895.42623729,176041.132723827
796,523935.42623729,176041.132723827
797,523975.42623729,176041.132723827
798,524015.42623729,176041.132723827
799,524055.42623729,176041.132723827
800,524095.42623729,176041.132723827
801,524135.42623729,176041.132723827
802,524175.42623729,176041.132723827
803,524215.42623729,176041.132723827
804,524255.42623729,176041.132723827
805,524295.42623729,176041.132723827
815,524695.42623729,176041.132723827
816,524735.42623729,176041.132723827
817,524775.42623729,176041.132723827
818,524815.42623729,176041.132723827
819,524855.42623729,176041.132723827
820,524895.42623729,176041.132723827
821,524935.42623729,176041.132723827
822,524975.42623729,176041.132723827
823,525015.42623729,176041.132723827
824,525055.42623729,176041.132723827
825,525095.42623729,176041.132723827
826,525135.42623729,176041.132723827
828,525215.42623729,176041.132723827
829,525255.42623729,176041.132723827
830,525295.42623729,176041.132723827
831,525335.42623729,176041.132723827
832,525375.42623729,176041.132723827
833,525415.42623729,176041.132723827
834,525455.42623729,176041.132723827
835,525495.42623729,176041.132723827
836,525535.42623729,176041.132723827
838,525615.42623729,176041.132723827
840,525695.42623729,176041.132723827
842,525775.42623729,176041.132723827
844,525855.42623729,176041.132723827
847,525975.42623729,176041.132723827
851,526135.42623729,176041.132723827
855,526295.42623729,176041.132723827
856,526335.42623729,176041.132723827
859,523875.42623729,176075.773739979
860,523915.42623729,176075.773739979
861,523955.42623729,176075.773739979
862,523995.42623729,176075.773739979
863,524035.42623729,176075.773739979
864,524075.42623729,176075.773739979
865,524115.42623729,176075.773739979
866,524155.42623729,176075.773739979
867,524195.42623729,176075.773739979
868,524235.42623729,176075.773739979
869,524275.42623729,176075.773739979
870,524315.42623729,176075.773739979
883,524835.42623729,176075.773739979
884,524875.42623729,176075.773739979
885,524915.42623729,176075.773739979
886,524955.42623729,176075.773739979
887,524995.42623729,176075.773739979
888,525035.42623729,176075.773739979
889,525075.42623729,176075.773739979
890,525115.42623729,176075.773739979
892,525195.42623729,176075.773739979
893,525235.42623729,176075.773739979
894,525275.42623729,176075.773739979
896,525355.42623729,176075.773739979
897,525395.42623729,176075.773739979
898,525435.42623729,176075.773739979
899,525475.42623729,176075.773739979
900,525515.42623729,176075.773739979
901,525555.42623729,176075.773739979
902,525595.42623729,176075.773739979
904,525675.42623729,176075.773739979
907,525795.42623729,176075.773739979
909,525875.42623729,176075.773739979
910,525915.42623729,176075.773739979
913,526035.42623729,176075.773739979
916,526155.42623729,176075.773739979
919,526275.42623729,176075.773739979
920,526315.42623729,176075.773739979
921,526355.42623729,176075.773739979
925,523855.42623729,176110.41475613
926,523895.42623729,176110.41475613
927,523935.42623729,176110.41475613
928,523975.42623729,176110.41475613
929,524015.42623729,176110.41475613
930,524055.42623729,176110.41475613
931,524095.42623729,176110.41475613
932,524135.42623729,176110.41475613
933,524175.42623729,176110.41475613
934,524215.42623729,176110.41475613
935,524255.42623729,176110.41475613
936,524295.42623729,176110.41475613
939,524415.42623729,176110.41475613
946,524695.42623729,176110.41475613
951,524895.42623729,176110.41475613
952,524935.42623729,176110.41475613
953,524975.42623729,176110.41475613
954,525015.42623729,176110.41475613
955,525055.42623729,176110.41475613
957,525135.42623729,176110.41475613
959,525215.42623729,176110.41475613
960,525255.42623729,176110.41475613
961,525295.42623729,176110.41475613
963,525375.42623729,176110.41475613
964,525415.42623729,176110.41475613
965,525455.42623729,176110.41475613
966,525495.42623729,176110.41475613
967,525535.42623729,176110.41475613
968,525575.42623729,176110.41475613
971,525695.42623729,176110.41475613
973,525775.42623729,176110.41475613
974,525815.42623729,176110.41475613
975,525855.42623729,176110.41475613
977,525935.42623729,176110.41475613
979,526015.42623729,176110.41475613
981,526095.42623729,176110.41475613
983,526175.42623729,176110.41475613
984,526215.42623729,176110.41475613
987,526335.42623729,176110.41475613
991,523795.42623729,176145.055772282
992,523835.42623729,176145.055772282
993,523875.42623729,176145.055772282
994,523915.42623729,176145.055772282
995,523955.42623729,176145.055772282
996,523995.42623729,176145.055772282
997,524035.42623729,176145.055772282
998,524075.42623729,176145.055772282
999,524115.42623729,176145.055772282
1000,524155.42623729,176145.055772282
1001,524195.42623729,176145.055772282
1002,524235.42623729,176145.055772282
1003,524275.42623729,176145.055772282
1004,524315.42623729,176145.055772282
1016,524795.42623729,176145.055772282
1017,524835.42623729,176145.055772282
1018,524875.42623729,176145.055772282
1020,524955.42623729,176145.055772282
1021,524995.42623729,176145.055772282
1022,525035.42623729,176145.055772282
1024,525115.42623729,176145.055772282
1025,525155.42623729,176145.055772282
1026,525195.42623729,176145.055772282
1029,525315.42623729,176145.055772282
1031,525395.42623729,176145.055772282
1032,525435.42623729,176145.055772282
1033,525475.42623729,176145.055772282
1034,525515.42623729,176145.055772282
1035,525555.42623729,176145.055772282
1037,525635.42623729,176145.055772282
1038,525675.42623729,176145.055772282
1043,525875.42623729,176145.055772282
1045,525955.42623729,176145.055772282
1053,526275.42623729,176145.055772282
1054,526315.42623729,176145.055772282
1055,526355.42623729,176145.055772282
1059,523775.42623729,176179.696788433
1060,523815.42623729,176179.696788433
1061,523855.42623729,176179.696788433
1062,523895.42623729,176179.696788433
1063,523935.42623729,176179.696788433
1064,523975.42623729,176179.696788433
1065,524015.42623729,176179.696788433
1066,524055.42623729,176179.696788433
1067,524095.42623729,176179.696788433
1068,524135.42623729,176179.696788433
1069,524175.42623729,176179.696788433
1070,524215.42623729,176179.696788433
1071,524255.42623729,176179.696788433
1072,524295.42623729,176179.696788433
1084,524775.42623729,176179.696788433
1087,524895.42623729,176179.696788433
1088,524935.42623729,176179.696788433
1092,525095.42623729,176179.696788433
1093,525135.42623729,176179.696788433
1094,525175.42623729,176179.696788433
1095,525215.42623729,176179.696788433
1099,525375.42623729,176179.696788433
1100,525415.42623729,176179.696788433
1101,525455.42623729,176179.696788433
1102,525495.42623729,176179.696788433
1103,525535.42623729,176179.696788433
1105,525615.42623729,176179.696788433
1109,525775.42623729,176179.696788433
1110,525815.42623729,176179.696788433
1112,525895.42623729,176179.696788433
1114,525975.42623729,176179.696788433
1119,526175.42623729,176179.696788433
1120,526215.42623729,176179.696788433
1122,526295.42623729,176179.696788433
1123,526335.42623729,176179.696788433
1124,526375.42623729,176179.696788433
1128,523755.42623729,176214.337804584
1129,523795.42623729,176214.337804584
1130,523835.42623729,176214.337804584
1131,523875.42623729,176214.337804584
1132,523915.42623729,176214.337804584
1133,523955.42623729,176214.337804584
1134,523995.42623729,176214.337804584
1135,524035.42623729,176214.337804584
1136,524075.42623729,176214.337804584
1137,524115.42623729,176214.337804584
1138,524155.42623729,176214.337804584
1139,524195.42623729,176214.337804584
1140,524235.42623729,176214.337804584
1141,524275.42623729,176214.337804584
1142,524315.42623729,176214.337804584
1155,524835.42623729,176214.337804584
1159,524995.42623729,176214.337804584
1162,525115.42623729,176214.337804584
1163,525155.42623729,176214.337804584
1165,525235.42623729,176214.337804584
1168,525355.42623729,176214.337804584
1169,525395.42623729,176214.337804584
1170,525435.42623729,176214.337804584
1171,525475.42623729,176214.337804584
1175,525635.42623729,176214.337804584
1176,525675.42623729,176214.337804584
1178,525755.42623729,176214.337804584
1181,525875.42623729,176214.337804584
1183,525955.42623729,176214.337804584
1189,526195.42623729,176214.337804584
1191,526275.42623729,176214.337804584
1192,526315.42623729,176214.337804584
1193,526355.42623729,176214.337804584
1194,526395.42623729,176214.337804584
1197,523735.42623729,176248.978820736
1198,523775.42623729,176248.978820736
1199,523815.42623729,176248.978820736
1200,523855.42623729,176248.978820736
1201,523895.42623729,176248.978820736
1202,523935.42623729,176248.978820736
1203,523975.42623729,176248.978820736
1204,524015.42623729,176248.978820736
1205,524055.42623729,176248.978820736
1206,524095.42623729,176248.978820736
1207,524135.42623729,176248.978820736
1208,524175.42623729,176248.978820736
1209,524215.42623729,176248.978820736
1210,524255.42623729,176248.978820736
1211,524295.42623729,176248.978820736
1217,524535.42623729,176248.978820736
1224,524815.42623729,176248.978820736
1227,524935.42623729,176248.978820736
1230,525055.42623729,176248.978820736
1231,525095.42623729,176248.978820736
1232,525135.42623729,176248.978820736
1236,525295.42623729,176248.978820736
1240,525455.42623729,176248.978820736
1241,525495.42623729,176248.978820736
1243,525575.42623729,176248.978820736
1244,525615.42623729,176248.978820736
1247,525735.42623729,176248.978820736
1249,525815.42623729,176248.978820736
1251,525895.42623729,176248.978820736
1255,526055.42623729,176248.978820736
1256,526095.42623729,176248.978820736
1258,526175.42623729,176248.978820736
1260,526255.42623729,176248.978820736
1261,526295.42623729,176248.978820736
1262,526335.42623729,176248.978820736
1263,526375.42623729,176248.978820736
1268,523715.42623729,176283.619836887
1269,523755.42623729,176283.619836887
1270,523795.42623729,176283.619836887
1271,523835.42623729,176283.619836887
1272,523875.42623729,176283.619836887
1273,523915.42623729,176283.619836887
1274,523955.42623729,176283.619836887
1275,523995.42623729,176283.619836887
1276,524035.42623729,176283.619836887
1277,524075.42623729,176283.619836887
1278,524115.42623729,176283.619836887
1279,524155.42623729,176283.619836887
1280,524195.42623729,176283.619836887
1281,524235.42623729,176283.619836887
1282,524275.42623729,176283.619836887
1286,524435.42623729,176283.619836887
1294,524755.42623729,176283.619836887
1297,524875.42623729,176283.619836887
1298,524915.42623729,176283.619836887
1301,525035.42623729,176283.619836887
1303,525115.42623729,176283.619836887
1306,525235.42623729,176283.619836887
1308,525315.42623729,176283.619836887
1312,525475.42623729,176283.619836887
1313,525515.42623729,176283.619836887
1316,525635.42623729,176283.619836887
1317,525675.42623729,176283.619836887
1319,525755.42623729,176283.619836887
1322,525875.42623729,176283.619836887
1328,526115.42623729,176283.619836887
1330,526195.42623729,176283.619836887
1331,526235.42623729,176283.619836887
1332,526275.42623729,176283.619836887
1333,526315.42623729,176283.619836887
1334,526355.42623729,176283.619836887
1335,526395.42623729,176283.619836887
1340,523695.42623729,176318.260853038
1341,523735.42623729,176318.260853038
1342,523775.42623729,176318.260853038
1343,523815.42623729,176318.260853038
1346,523935.42623729,176318.260853038
1347,523975.42623729,176318.260853038
1348,524015.42623729,176318.260853038
1349,524055.42623729,176318.260853038
1350,524095.42623729,176318.260853038
1351,524135.42623729,176318.260853038
1352,524175.42623729,176318.260853038
1353,524215.42623729,176318.260853038
1354,524255.42623729,176318.260853038
1355,524295.42623729,176318.260853038
1356,524335.42623729,176318.260853038
1359,524455.42623729,176318.260853038
1360,524495.42623729,176318.260853038
1362,524575.42623729,176318.260853038
1363,524615.42623729,176318.260853038
1365,524695.42623729,176318.260853038
1366,524735.42623729,176318.260853038
1367,524775.42623729,176318.260853038
1372,524975.42623729,176318.260853038
1375,525095.42623729,176318.260853038
1378,525215.42623729,176318.260853038
1380,525295.42623729,176318.260853038
1382,525375.42623729,176318.260853038
1386,525535.42623729,176318.260853038
1388,525615.42623729,176318.260853038
1389,525655.42623729,176318.260853038
1391,525735.42623729,176318.260853038
1393,525815.42623729,176318.260853038
1394,525855.42623729,176318.260853038
1399,526055.42623729,176318.260853038
1400,526095.42623729,176318.260853038
1403,526215.42623729,176318.260853038
1404,526255.42623729,176318.260853038
1405,526295.42623729,176318.260853038
1406,526335.42623729,176318.260853038
1407,526375.42623729,176318.260853038
1411,523635.42623729,176352.90186919
1412,523675.42623729,176352.90186919
1413,523715.42623729,176352.90186919
1414,523755.42623729,176352.90186919
1415,523795.42623729,176352.90186919
1417,523875.42623729,176352.90186919
1419,523955.42623729,176352.90186919
1420,523995.42623729,176352.90186919
1421,524035.42623729,176352.90186919
1422,524075.42623729,176352.90186919
1423,524115.42623729,176352.90186919
1424,524155.42623729,176352.90186919
1425,524195.42623729,176352.90186919
1426,524235.42623729,176352.90186919
1427,524275.42623729,176352.90186919
1428,524315.42623729,176352.90186919
1434,524555.42623729,176352.90186919
1436,524635.42623729,176352.90186919
1439,524755.42623729,176352.90186919
1440,524795.42623729,176352.90186919
1450,525195.42623729,176352.90186919
1452,525275.42623729,176352.90186919
1454,525355.42623729,176352.90186919
1459,525555.42623729,176352.90186919
1460,525595.42623729,176352.90186919
1461,525635.42623729,176352.90186919
1465,525795.42623729,176352.90186919
1467,525875.42623729,176352.90186919
1470,525995.42623729,176352.90186919
1477,526275.42623729,176352.90186919
1478,526315.42623729,176352.90186919
1479,526355.42623729,176352.90186919
1480,526395.42623729,176352.90186919
1484,523615.42623729,176387.542885341
1485,523655.42623729,176387.542885341
1486,523695.42623729,176387.542885341
1487,523735.42623729,176387.542885341
1488,523775.42623729,176387.542885341
1490,523855.42623729,176387.542885341
1491,523895.42623729,176387.542885341
1494,524015.42623729,176387.542885341
1495,524055.42623729,176387.542885341
1496,524095.42623729,176387.542885341
1497,524135.42623729,176387.542885341
1498,524175.42623729,176387.542885341
1499,524215.42623729,176387.542885341
1500,524255.42623729,176387.542885341
1501,524295.42623729,176387.542885341
1503,524375.42623729,176387.542885341
1504,524415.42623729,176387.542885341
1505,524455.42623729,176387.542885341
1508,524575.42623729,176387.542885341
1511,524695.42623729,176387.542885341
1513,524775.42623729,176387.542885341
1518,524975.42623729,176387.542885341
1525,525255.42623729,176387.542885341
1527,525335.42623729,176387.542885341
1530,525455.42623729,176387.542885341
1532,525535.42623729,176387.542885341
1535,525655.42623729,176387.542885341
1537,525735.42623729,176387.542885341
1538,525775.42623729,176387.542885341
1541,525895.42623729,176387.542885341
1542,525935.42623729,176387.542885341
1550,526255.42623729,176387.542885341
1552,526335.42623729,176387.542885341
1553,526375.42623729,176387.542885341
1554,526415.42623729,176387.542885341
1558,523595.42623729,176422.183901493
