"","Rep","Year","RepSeason","NInds","NOccupCells","Occup.Suit","min_X","max_X","min_Y","max_Y","ID","K","Rmax","Dispersal"
"944",5,8,0,1719,138,0.326241,523235,528735,175700,186200,5,20,10,1000
"945",5,9,0,2047,154,0.364066,523235,528735,175700,186200,5,20,10,1000
"946",5,10,0,2228,170,0.401891,523235,529735,175700,186800,5,20,10,1000
"947",6,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"948",6,1,0,253,28,0.0661939,523235,528635,175700,183400,5,20,10,1000
"949",6,2,0,300,41,0.0969267,523235,528635,175700,183400,5,20,10,1000
"950",6,3,0,463,55,0.130024,523235,528635,175700,183400,5,20,10,1000
"951",6,4,0,641,68,0.160756,523235,528635,175700,183400,5,20,10,1000
"952",6,5,0,910,89,0.210402,523235,528635,175500,183400,5,20,10,1000
"953",6,6,0,1233,110,0.260047,523235,529735,175500,183400,5,20,10,1000
"954",6,7,0,1478,126,0.297872,523235,529735,175500,183400,5,20,10,1000
"955",6,8,0,1791,145,0.34279,523235,529735,175500,184000,5,20,10,1000
"956",6,9,0,2168,156,0.368794,523235,529735,175500,184000,5,20,10,1000
"957",6,10,0,2426,164,0.387707,523235,529735,175500,184000,5,20,10,1000
"958",7,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"959",7,1,0,270,27,0.0638298,522735,528635,175700,183400,5,20,10,1000
"960",7,2,0,306,39,0.0921986,522735,528635,175700,184000,5,20,10,1000
"961",7,3,0,477,49,0.115839,522735,528635,175700,184000,5,20,10,1000
"962",7,4,0,643,61,0.144208,522735,528735,175700,184000,5,20,10,1000
"963",7,5,0,790,86,0.20331,522735,528735,175700,184000,5,20,10,1000
"964",7,6,0,1097,104,0.245863,522735,528735,175700,186000,5,20,10,1000
"965",7,7,0,1379,126,0.297872,522735,528735,175700,186000,5,20,10,1000
"966",7,8,0,1751,148,0.349882,522735,528735,175700,186500,5,20,10,1000
"967",7,9,0,2083,158,0.373522,522735,528735,175700,186700,5,20,10,1000
"968",7,10,0,2419,174,0.411348,522735,528735,175700,186900,5,20,10,1000
"969",8,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"970",8,1,0,245,30,0.070922,523235,528735,175700,183400,5,20,10,1000
"971",8,2,0,311,37,0.0874704,523235,528735,175700,183900,5,20,10,1000
"972",8,3,0,498,54,0.12766,523235,528735,175700,183900,5,20,10,1000
"973",8,4,0,670,68,0.160756,523235,528735,175700,183900,5,20,10,1000
"974",8,5,0,926,90,0.212766,523235,528735,175700,184000,5,20,10,1000
"975",8,6,0,1171,108,0.255319,523235,528735,175700,184000,5,20,10,1000
"976",8,7,0,1510,130,0.307329,523235,528735,175700,184000,5,20,10,1000
"977",8,8,0,1829,153,0.361702,523235,528735,175700,184000,5,20,10,1000
"978",8,9,0,2203,162,0.382979,523235,528735,175500,184000,5,20,10,1000
"979",8,10,0,2435,168,0.397163,523235,528735,175500,184100,5,20,10,1000
"980",9,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"981",9,1,0,257,25,0.0591017,523235,528635,175700,183400,5,20,10,1000
"982",9,2,0,293,41,0.0969267,523235,528635,175700,184100,5,20,10,1000
"983",9,3,0,435,46,0.108747,523235,528635,175700,184100,5,20,10,1000
"984",9,4,0,593,64,0.1513,523235,528635,175700,184100,5,20,10,1000
"985",9,5,0,849,84,0.198582,523235,528635,175700,184100,5,20,10,1000
"986",9,6,0,1100,97,0.229314,523235,528635,175700,184100,5,20,10,1000
"987",9,7,0,1351,117,0.276596,523235,528735,175700,186900,5,20,10,1000
"988",9,8,0,1623,138,0.326241,523235,528735,175700,186900,5,20,10,1000
"989",9,9,0,2002,151,0.356974,523235,528735,175600,187300,5,20,10,1000
"990",9,10,0,2228,165,0.390071,523235,528735,175600,187300,5,20,10,1000
"991",10,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"992",10,1,0,224,24,0.0567376,523235,529735,175700,183400,5,20,10,1000
"993",10,2,0,291,34,0.0803782,523235,529735,175700,183400,5,20,10,1000
"994",10,3,0,416,54,0.12766,523235,529735,175700,183400,5,20,10,1000
"995",10,4,0,612,70,0.165485,523235,529735,175600,183400,5,20,10,1000
"996",10,5,0,865,88,0.208038,523235,529735,175600,183400,5,20,10,1000
"997",10,6,0,1203,111,0.262411,523235,529735,175600,183900,5,20,10,1000
"998",10,7,0,1564,126,0.297872,523235,529735,175500,183900,5,20,10,1000
"999",10,8,0,1801,143,0.338061,523235,529735,175500,183900,5,20,10,1000
"1000",10,9,0,2024,150,0.35461,523235,529735,175500,184100,5,20,10,1000
"1001",10,10,0,2206,166,0.392435,523235,529835,175500,184100,5,20,10,1000
"1002",11,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"1003",11,1,0,256,19,0.0449173,523235,528635,175700,183400,5,20,10,1000
"1004",11,2,0,264,29,0.0685579,523235,528635,175700,183400,5,20,10,1000
"1005",11,3,0,349,37,0.0874704,523235,528635,175700,183400,5,20,10,1000
"1006",11,4,0,515,54,0.12766,523235,528735,175700,183400,5,20,10,1000
"1007",11,5,0,639,68,0.160756,523235,528735,175700,184000,5,20,10,1000
"1008",11,6,0,926,88,0.208038,523235,528735,175700,184000,5,20,10,1000
"1009",11,7,0,1140,103,0.243499,523235,528735,175700,184000,5,20,10,1000
"1010",11,8,0,1425,127,0.300236,523235,528735,175700,184100,5,20,10,1000
"1011",11,9,0,1707,140,0.330969,523235,528735,175700,184100,5,20,10,1000
"1012",11,10,0,1981,155,0.36643,523235,528735,175700,184100,5,20,10,1000
"1013",12,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"1014",12,1,0,243,22,0.0520095,523235,528735,175700,183400,5,20,10,1000
"1015",12,2,0,313,31,0.073286,523235,528735,175700,183400,5,20,10,1000
"1016",12,3,0,433,41,0.0969267,523235,528735,175700,183400,5,20,10,1000
"1017",12,4,0,558,56,0.132388,523235,528735,175700,183400,5,20,10,1000
"1018",12,5,0,765,75,0.177305,523235,528735,175700,184000,5,20,10,1000
"1019",12,6,0,978,93,0.219858,523235,528735,175700,184000,5,20,10,1000
"1020",12,7,0,1219,115,0.271868,523235,528735,175700,184000,5,20,10,1000
"1021",12,8,0,1626,129,0.304965,523235,528735,175700,184000,5,20,10,1000
"1022",12,9,0,1847,137,0.323877,523235,528735,175700,184000,5,20,10,1000
"1023",12,10,0,2084,149,0.352246,523235,528735,175700,184100,5,20,10,1000
"1024",13,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"1025",13,1,0,254,27,0.0638298,523235,528635,175700,183400,5,20,10,1000
"1026",13,2,0,294,42,0.0992908,523235,528735,175700,183400,5,20,10,1000
"1027",13,3,0,493,55,0.130024,523235,528735,175700,183400,5,20,10,1000
"1028",13,4,0,683,73,0.172577,523235,528735,175700,183400,5,20,10,1000
"1029",13,5,0,958,93,0.219858,523235,528735,175700,183400,5,20,10,1000
"1030",13,6,0,1168,111,0.262411,523235,528735,175700,183400,5,20,10,1000
"1031",13,7,0,1526,136,0.321513,523235,528735,175700,183400,5,20,10,1000
"1032",13,8,0,1875,149,0.352246,523235,528735,175500,184100,5,20,10,1000
"1033",13,9,0,2193,159,0.375887,523235,529735,175500,184100,5,20,10,1000
"1034",13,10,0,2443,164,0.387707,523235,529735,175500,184100,5,20,10,1000
"1035",14,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"1036",14,1,0,281,28,0.0661939,523235,528635,175700,183400,5,20,10,1000
"1037",14,2,0,337,38,0.0898345,523235,528635,175700,183400,5,20,10,1000
"1038",14,3,0,472,48,0.113475,523235,528735,175700,183400,5,20,10,1000
"1039",14,4,0,615,65,0.153664,523235,528735,175700,183400,5,20,10,1000
"1040",14,5,0,862,79,0.186761,522535,528735,175700,183400,5,20,10,1000
"1041",14,6,0,1076,98,0.231678,522535,528735,175700,183400,5,20,10,1000
"1042",14,7,0,1311,115,0.271868,522535,528735,175700,183400,5,20,10,1000
"1043",14,8,0,1577,133,0.314421,522535,528735,175700,183400,5,20,10,1000
"1044",14,9,0,1828,145,0.34279,522535,528735,175700,186400,5,20,10,1000
"1045",14,10,0,2199,156,0.368794,522535,528735,175700,186800,5,20,10,1000
"1046",15,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"1047",15,1,0,252,26,0.0614657,523235,528735,175700,183400,5,20,10,1000
"1048",15,2,0,294,35,0.0827423,523235,528735,175700,183400,5,20,10,1000
"1049",15,3,0,466,50,0.118203,523235,528735,175600,184000,5,20,10,1000
"1050",15,4,0,652,68,0.160756,523235,529735,175600,184000,5,20,10,1000
"1051",15,5,0,915,88,0.208038,522835,529735,175600,185800,5,20,10,1000
"1052",15,6,0,1121,116,0.274232,522835,529835,175600,187300,5,20,10,1000
"1053",15,7,0,1527,142,0.335697,522835,529835,175600,187300,5,20,10,1000
"1054",15,8,0,1948,160,0.378251,522835,529835,175600,187300,5,20,10,1000
"1055",15,9,0,2337,174,0.411348,522835,529835,175600,187300,5,20,10,1000
"1056",15,10,0,2631,200,0.472813,522735,529835,175600,187500,5,20,10,1000
"1057",16,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"1058",16,1,0,265,25,0.0591017,523235,528635,175700,183400,5,20,10,1000
"1059",16,2,0,312,31,0.073286,523235,528635,175700,183400,5,20,10,1000
"1060",16,3,0,423,44,0.104019,523235,528635,175500,183400,5,20,10,1000
"1061",16,4,0,553,60,0.141844,523235,528735,175500,183400,5,20,10,1000
"1062",16,5,0,734,77,0.182033,523235,528735,175500,183400,5,20,10,1000
"1063",16,6,0,985,91,0.21513,523235,528735,175500,184100,5,20,10,1000
"1064",16,7,0,1329,110,0.260047,523235,528735,175500,184100,5,20,10,1000
"1065",16,8,0,1607,132,0.312057,523235,529735,175500,184100,5,20,10,1000
"1066",16,9,0,1839,150,0.35461,523235,529735,175500,186700,5,20,10,1000
"1067",16,10,0,2106,161,0.380615,523235,529735,175500,186700,5,20,10,1000
"1068",17,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"1069",17,1,0,250,24,0.0567376,523235,528635,175700,183400,5,20,10,1000
"1070",17,2,0,303,32,0.0756501,523235,528635,175700,183400,5,20,10,1000
"1071",17,3,0,437,44,0.104019,523235,528735,175700,184100,5,20,10,1000
"1072",17,4,0,553,58,0.137116,523235,528735,175700,184100,5,20,10,1000
"1073",17,5,0,716,78,0.184397,523235,528735,175700,184100,5,20,10,1000
"1074",17,6,0,988,100,0.236407,523235,528735,175700,184100,5,20,10,1000
"1075",17,7,0,1317,119,0.281324,523235,528735,175700,184100,5,20,10,1000
"1076",17,8,0,1749,139,0.328605,523235,528735,175700,184100,5,20,10,1000
"1077",17,9,0,2041,152,0.359338,522535,528735,175700,184100,5,20,10,1000
"1078",17,10,0,2255,160,0.378251,523235,528735,175700,184100,5,20,10,1000
"1079",18,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"1080",18,1,0,242,22,0.0520095,523235,528635,175700,183400,5,20,10,1000
"1081",18,2,0,269,31,0.073286,523235,528635,175700,183400,5,20,10,1000
"1082",18,3,0,386,53,0.125296,523235,528635,175700,183400,5,20,10,1000
"1083",18,4,0,654,67,0.158392,523235,528635,175700,183400,5,20,10,1000
"1084",18,5,0,889,85,0.200946,523235,528635,175700,183400,5,20,10,1000
"1085",18,6,0,1120,103,0.243499,523235,528635,175700,187600,5,20,10,1000
"1086",18,7,0,1387,120,0.283688,523235,528635,175600,187600,5,20,10,1000
"1087",18,8,0,1742,135,0.319149,523235,528735,175600,187600,5,20,10,1000
"1088",18,9,0,2020,162,0.382979,523235,528735,175600,187600,5,20,10,1000
"1089",18,10,0,2353,184,0.434988,522735,528735,175600,187600,5,20,10,1000
"1090",19,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"1091",19,1,0,256,20,0.0472813,523235,528635,175700,183400,5,20,10,1000
"1092",19,2,0,286,27,0.0638298,523235,528635,175700,183400,5,20,10,1000
"1093",19,3,0,368,42,0.0992908,523235,528635,175700,183400,5,20,10,1000
"1094",19,4,0,512,62,0.146572,522835,528635,175700,186200,5,20,10,1000
"1095",19,5,0,721,84,0.198582,522835,528735,175700,186200,5,20,10,1000
"1096",19,6,0,1045,101,0.238771,522735,528735,175700,186200,5,20,10,1000
"1097",19,7,0,1424,127,0.300236,522735,529835,175700,186200,5,20,10,1000
"1098",19,8,0,1715,154,0.364066,522735,529835,175700,186200,5,20,10,1000
"1099",19,9,0,2108,171,0.404255,522735,529835,175700,186200,5,20,10,1000
"1100",19,10,0,2426,180,0.425532,522735,529835,175700,186200,5,20,10,1000
"1101",0,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1102",0,1,0,575,36,0.0851064,523235,528635,175700,183400,6,50,10,1000
"1103",0,2,0,771,56,0.132388,523235,528735,175700,183400,6,50,10,1000
"1104",0,3,0,1343,87,0.205674,523235,528735,175700,183400,6,50,10,1000
"1105",0,4,0,2199,110,0.260047,523235,528735,175700,183400,6,50,10,1000
"1106",0,5,0,3313,140,0.330969,523235,528735,175600,183400,6,50,10,1000
"1107",0,6,0,4309,153,0.361702,522535,528735,175600,183400,6,50,10,1000
"1108",0,7,0,5374,173,0.408983,522535,529835,175500,186500,6,50,10,1000
"1109",0,8,0,6199,183,0.432624,522535,529835,175500,186500,6,50,10,1000
"1110",0,9,0,6819,195,0.460993,522535,529835,175500,186900,6,50,10,1000
"1111",0,10,0,7349,211,0.498818,522135,529835,175500,186900,6,50,10,1000
"1112",1,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1113",1,1,0,595,34,0.0803782,523235,528635,175700,183400,6,50,10,1000
"1114",1,2,0,796,56,0.132388,523235,528735,175700,186700,6,50,10,1000
"1115",1,3,0,1326,89,0.210402,523235,528735,175700,186700,6,50,10,1000
"1116",1,4,0,2103,130,0.307329,523235,528735,175700,186900,6,50,10,1000
"1117",1,5,0,3328,158,0.373522,523235,528735,175700,186900,6,50,10,1000
"1118",1,6,0,4779,186,0.439716,522835,528835,175700,187000,6,50,10,1000
"1119",1,7,0,6218,212,0.501182,522835,529735,175500,187300,6,50,10,1000
"1120",1,8,0,7389,234,0.553191,522835,529735,175500,187300,6,50,10,1000
"1121",1,9,0,8505,274,0.647754,522735,529735,175500,187500,6,50,10,1000
"1122",1,10,0,9563,328,0.775414,522735,529735,175500,187600,6,50,10,1000
"1123",2,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1124",2,1,0,540,33,0.0780142,523235,528635,175700,183400,6,50,10,1000
"1125",2,2,0,702,50,0.118203,523235,528635,175700,183400,6,50,10,1000
"1126",2,3,0,1142,78,0.184397,522835,528735,175600,183900,6,50,10,1000
"1127",2,4,0,1908,111,0.262411,522835,528735,175600,183900,6,50,10,1000
"1128",2,5,0,2841,137,0.323877,522835,528735,175500,186000,6,50,10,1000
"1129",2,6,0,4092,159,0.375887,522735,528735,175500,186400,6,50,10,1000
"1130",2,7,0,5315,181,0.427896,522735,528735,175500,186400,6,50,10,1000
"1131",2,8,0,6401,195,0.460993,522735,528735,175500,187000,6,50,10,1000
"1132",2,9,0,7118,219,0.51773,522735,528735,175500,187200,6,50,10,1000
"1133",2,10,0,7718,258,0.609929,522135,528735,175500,187600,6,50,10,1000
"1134",3,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1135",3,1,0,549,39,0.0921986,522735,528735,175700,183400,6,50,10,1000
"1136",3,2,0,792,63,0.148936,522735,528735,175500,183400,6,50,10,1000
"1137",3,3,0,1407,95,0.224586,522735,529535,175500,183400,6,50,10,1000
"1138",3,4,0,2331,124,0.293144,522735,529535,175500,187100,6,50,10,1000
"1139",3,5,0,3653,151,0.356974,522735,529535,175500,187100,6,50,10,1000
"1140",3,6,0,4777,173,0.408983,522735,529535,175500,187100,6,50,10,1000
"1141",3,7,0,5997,193,0.456265,522735,529535,175500,187100,6,50,10,1000
"1142",3,8,0,6831,201,0.475177,522735,529535,175500,187100,6,50,10,1000
"1143",3,9,0,7591,209,0.49409,522735,529535,175500,187600,6,50,10,1000
"1144",3,10,0,8233,219,0.51773,522535,529535,175500,187600,6,50,10,1000
"1145",4,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1146",4,1,0,591,37,0.0874704,522835,528635,175700,183400,6,50,10,1000
"1147",4,2,0,783,57,0.134752,522835,528635,175700,183400,6,50,10,1000
"1148",4,3,0,1353,90,0.212766,522835,528735,175500,183400,6,50,10,1000
"1149",4,4,0,2196,127,0.300236,522735,528735,175500,186300,6,50,10,1000
"1150",4,5,0,3376,155,0.36643,522735,528735,175500,187400,6,50,10,1000
"1151",4,6,0,4747,178,0.420804,522735,528735,175500,187400,6,50,10,1000
"1152",4,7,0,6134,201,0.475177,522735,528735,175500,187600,6,50,10,1000
"1153",4,8,0,7199,237,0.560284,522535,528735,175500,187600,6,50,10,1000
"1154",4,9,0,7894,286,0.676123,522535,528735,175500,187600,6,50,10,1000
"1155",4,10,0,9433,342,0.808511,522535,528735,175500,187600,6,50,10,1000
"1156",5,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1157",5,1,0,577,32,0.0756501,523235,528635,175500,183400,6,50,10,1000
"1158",5,2,0,714,51,0.120567,523235,528635,175500,184100,6,50,10,1000
"1159",5,3,0,1130,73,0.172577,523235,528735,175500,184100,6,50,10,1000
"1160",5,4,0,1830,108,0.255319,523235,528735,175500,184100,6,50,10,1000
"1161",5,5,0,2861,137,0.323877,523235,528735,175500,186800,6,50,10,1000
"1162",5,6,0,4018,166,0.392435,522835,528735,175500,186900,6,50,10,1000
"1163",5,7,0,5425,190,0.449173,522735,528735,175500,187600,6,50,10,1000
"1164",5,8,0,6453,211,0.498818,522535,528735,175500,187600,6,50,10,1000
"1165",5,9,0,7561,253,0.598109,522535,528735,175500,187600,6,50,10,1000
"1166",5,10,0,8554,311,0.735225,522535,529735,175500,187600,6,50,10,1000
"1167",6,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1168",6,1,0,553,35,0.0827423,523235,528635,175700,183400,6,50,10,1000
"1169",6,2,0,808,53,0.125296,523235,528635,175500,184100,6,50,10,1000
"1170",6,3,0,1314,83,0.196217,523235,528735,175500,186300,6,50,10,1000
"1171",6,4,0,2119,122,0.288416,522835,528735,175500,186500,6,50,10,1000
"1172",6,5,0,3243,160,0.378251,522835,528735,175500,187300,6,50,10,1000
"1173",6,6,0,4645,184,0.434988,522835,528735,175500,187300,6,50,10,1000
"1174",6,7,0,6107,212,0.501182,522535,528735,175500,187300,6,50,10,1000
"1175",6,8,0,7263,261,0.617021,522535,528735,175500,187600,6,50,10,1000
"1176",6,9,0,8605,314,0.742317,522535,528735,175500,187600,6,50,10,1000
"1177",6,10,0,10497,358,0.846336,522135,528835,175500,187600,6,50,10,1000
"1178",7,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1179",7,1,0,558,30,0.070922,523235,528635,175700,183400,6,50,10,1000
"1180",7,2,0,710,53,0.125296,523235,528635,175500,183900,6,50,10,1000
"1181",7,3,0,1132,82,0.193853,523235,528735,175500,186200,6,50,10,1000
"1182",7,4,0,1923,118,0.27896,523235,528735,175500,186300,6,50,10,1000
"1183",7,5,0,3093,145,0.34279,523235,528735,175500,186300,6,50,10,1000
"1184",7,6,0,4440,165,0.390071,523235,528735,175500,187100,6,50,10,1000
"1185",7,7,0,5703,198,0.468085,522535,528735,175500,187300,6,50,10,1000
"1186",7,8,0,6701,226,0.534279,522535,528735,175500,187600,6,50,10,1000
"1187",7,9,0,7729,280,0.661939,522535,528835,175500,187600,6,50,10,1000
"1188",7,10,0,8984,351,0.829787,522135,529535,175500,187600,6,50,10,1000
"1189",8,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1190",8,1,0,560,30,0.070922,523235,528735,175700,183400,6,50,10,1000
"1191",8,2,0,730,48,0.113475,523235,528735,175700,183400,6,50,10,1000
"1192",8,3,0,1052,74,0.174941,523235,528735,175700,183400,6,50,10,1000
"1193",8,4,0,1846,108,0.255319,523235,528735,175500,183400,6,50,10,1000
"1194",8,5,0,2915,140,0.330969,523235,528735,175500,184000,6,50,10,1000
"1195",8,6,0,4187,160,0.378251,523235,528735,175500,184100,6,50,10,1000
"1196",8,7,0,5417,172,0.406619,523235,528735,175500,187100,6,50,10,1000
"1197",8,8,0,6255,181,0.427896,523235,528735,175500,187100,6,50,10,1000
"1198",8,9,0,6921,190,0.449173,523235,528735,175500,187400,6,50,10,1000
"1199",8,10,0,7418,203,0.479905,522535,529735,175500,187500,6,50,10,1000
"1200",9,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1201",9,1,0,511,29,0.0685579,523235,528635,175700,187200,6,50,10,1000
"1202",9,2,0,665,45,0.106383,523235,528735,175700,187200,6,50,10,1000
"1203",9,3,0,1075,64,0.1513,523235,528735,175700,187200,6,50,10,1000
"1204",9,4,0,1713,102,0.241135,523235,528735,175700,187200,6,50,10,1000
"1205",9,5,0,2640,142,0.335697,523235,528735,175500,187500,6,50,10,1000
"1206",9,6,0,3895,185,0.437352,522735,528735,175500,187600,6,50,10,1000
"1207",9,7,0,5558,241,0.56974,522735,529735,175500,187600,6,50,10,1000
"1208",9,8,0,7481,307,0.725768,522735,529735,175500,187600,6,50,10,1000
"1209",9,9,0,9775,362,0.855792,522735,529735,175500,187600,6,50,10,1000
"1210",9,10,0,12159,394,0.931442,522735,529835,175500,187600,6,50,10,1000
"1211",10,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1212",10,1,0,537,39,0.0921986,523235,528735,175700,183400,6,50,10,1000
"1213",10,2,0,802,63,0.148936,523235,528735,175700,183400,6,50,10,1000
"1214",10,3,0,1375,91,0.21513,523235,528735,175700,186800,6,50,10,1000
"1215",10,4,0,2344,122,0.288416,523235,528735,175700,186800,6,50,10,1000
"1216",10,5,0,3592,153,0.361702,523235,528735,175700,187100,6,50,10,1000
"1217",10,6,0,4811,169,0.399527,523235,528735,175500,187100,6,50,10,1000
"1218",10,7,0,5875,200,0.472813,523235,528735,175500,187200,6,50,10,1000
"1219",10,8,0,6757,240,0.567376,523235,528735,175500,187300,6,50,10,1000
"1220",10,9,0,8028,294,0.695035,523235,528735,175500,187600,6,50,10,1000
"1221",10,10,0,9791,347,0.820331,523235,528735,175500,187600,6,50,10,1000
"1222",11,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1223",11,1,0,575,29,0.0685579,523235,528735,175700,186400,6,50,10,1000
"1224",11,2,0,718,48,0.113475,523235,528735,175700,186400,6,50,10,1000
"1225",11,3,0,1003,74,0.174941,522835,528735,175700,186900,6,50,10,1000
"1226",11,4,0,1758,105,0.248227,522835,528735,175700,186900,6,50,10,1000
"1227",11,5,0,2820,144,0.340426,522835,528735,175500,186900,6,50,10,1000
"1228",11,6,0,4150,186,0.439716,522735,528735,175500,187300,6,50,10,1000
"1229",11,7,0,5582,230,0.543735,522735,528835,175500,187300,6,50,10,1000
"1230",11,8,0,7391,276,0.652482,522735,528835,175500,187600,6,50,10,1000
"1231",11,9,0,8927,331,0.782506,522735,528835,175500,187600,6,50,10,1000
"1232",11,10,0,10806,383,0.905437,522235,528835,175500,187600,6,50,10,1000
"1233",12,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1234",12,1,0,583,35,0.0827423,523235,528735,175700,183400,6,50,10,1000
"1235",12,2,0,732,59,0.13948,522835,528735,175700,183400,6,50,10,1000
"1236",12,3,0,1327,80,0.189125,522835,528735,175700,184100,6,50,10,1000
"1237",12,4,0,2136,117,0.276596,522535,528735,175500,186400,6,50,10,1000
"1238",12,5,0,3139,143,0.338061,522535,528735,175500,186400,6,50,10,1000
"1239",12,6,0,4426,169,0.399527,522535,528735,175500,186700,6,50,10,1000
"1240",12,7,0,5541,183,0.432624,522535,528735,175500,186700,6,50,10,1000
"1241",12,8,0,6632,201,0.475177,522535,528735,175500,187100,6,50,10,1000
"1242",12,9,0,7257,219,0.51773,522535,528735,175500,187600,6,50,10,1000
"1243",12,10,0,7891,249,0.588652,522535,529735,175500,187600,6,50,10,1000
"1244",13,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1245",13,1,0,585,32,0.0756501,523235,528635,175700,183400,6,50,10,1000
"1246",13,2,0,744,59,0.13948,522835,528635,175700,184100,6,50,10,1000
"1247",13,3,0,1274,88,0.208038,522835,528735,175700,187100,6,50,10,1000
"1248",13,4,0,2279,131,0.309693,522735,528735,175700,187100,6,50,10,1000
"1249",13,5,0,3562,163,0.385343,522535,528735,175700,187100,6,50,10,1000
"1250",13,6,0,5064,188,0.444444,522535,528735,175500,187500,6,50,10,1000
"1251",13,7,0,6486,216,0.510638,522535,528735,175500,187600,6,50,10,1000
"1252",13,8,0,7453,259,0.612293,522535,528735,175500,187600,6,50,10,1000
"1253",13,9,0,8540,317,0.749409,522535,528735,175500,187600,6,50,10,1000
"1254",13,10,0,10449,364,0.86052,522535,529735,175500,187600,6,50,10,1000
"1255",14,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1256",14,1,0,561,30,0.070922,523235,528635,175700,183400,6,50,10,1000
"1257",14,2,0,720,51,0.120567,523235,528635,175500,183400,6,50,10,1000
"1258",14,3,0,1186,74,0.174941,523235,528735,175500,183400,6,50,10,1000
"1259",14,4,0,1923,109,0.257683,523235,528735,175500,183900,6,50,10,1000
"1260",14,5,0,2864,142,0.335697,523235,528735,175500,183900,6,50,10,1000
"1261",14,6,0,4220,162,0.382979,523235,528735,175500,183900,6,50,10,1000
"1262",14,7,0,5452,176,0.416076,522835,528735,175500,184100,6,50,10,1000
"1263",14,8,0,6459,183,0.432624,522835,528735,175500,184100,6,50,10,1000
"1264",14,9,0,6911,191,0.451537,522835,528735,175500,187600,6,50,10,1000
"1265",14,10,0,7323,196,0.463357,522835,528835,175500,187600,6,50,10,1000
"1266",15,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1267",15,1,0,566,34,0.0803782,523235,528635,175700,183400,6,50,10,1000
"1268",15,2,0,760,54,0.12766,523235,528735,175700,183400,6,50,10,1000
"1269",15,3,0,1279,81,0.191489,523235,528735,175700,184000,6,50,10,1000
"1270",15,4,0,2058,111,0.262411,522835,528735,175700,184100,6,50,10,1000
"1271",15,5,0,3105,140,0.330969,522835,529735,175700,184100,6,50,10,1000
"1272",15,6,0,4328,168,0.397163,522835,529735,175700,186400,6,50,10,1000
"1273",15,7,0,5636,185,0.437352,522835,529735,175700,186400,6,50,10,1000
"1274",15,8,0,6675,193,0.456265,522835,529735,175700,186900,6,50,10,1000
"1275",15,9,0,7377,203,0.479905,522735,529735,175700,187200,6,50,10,1000
"1276",15,10,0,7784,217,0.513002,522735,529735,175700,187600,6,50,10,1000
"1277",16,0,0,375,15,0.035461,523235,528635,175700,183400,6,50,10,1000
"1278",16,1,0,528,29,0.0685579,523235,528635,175700,183400,6,50,10,1000
"1279",16,2,0,700,45,0.106383,523235,528735,175700,183400,6,50,10,1000
"1280",16,3,0,1137,78,0.184397,523235,528735,175600,186300,6,50,10,1000
"1281",16,4,0,1841,109,0.257683,523235,529835,175600,187300,6,50,10,1000
"1282",16,5,0,2930,140,0.330969,523235,529835,175600,187300,6,50,10,1000
"1283",16,6,0,4044,171,0.404255,523235,529835,175500,187500,6,50,10,1000
"1284",16,7,0,5383,214,0.50591,523235,529835,175500,187600,6,50,10,1000
"1285",16,8,0,6896,275,0.650118,523235,529835,175500,187600,6,50,10,1000
"1286",16,9,0,8729,334,0.789598,523235,529835,175500,187600,6,50,10,1000
