"","Rep","Year","RepSeason","NInds","NOccupCells","Occup.Suit","min_X","max_X","min_Y","max_Y","ID","K","Rmax","Dispersal"
"587",13,3,0,489,54,0.12766,523235,528735,175500,183900,3,20,25,800
"588",13,4,0,774,76,0.179669,523235,528735,175500,184100,3,20,25,800
"589",13,5,0,1099,97,0.229314,523235,528735,175500,184100,3,20,25,800
"590",13,6,0,1460,120,0.283688,523235,528735,175500,184100,3,20,25,800
"591",13,7,0,1894,138,0.326241,523235,528735,175500,184100,3,20,25,800
"592",13,8,0,2276,146,0.345154,523235,528735,175500,184100,3,20,25,800
"593",13,9,0,2273,155,0.36643,523235,528735,175500,184100,3,20,25,800
"594",13,10,0,2513,165,0.390071,522835,529535,175500,184100,3,20,25,800
"595",14,0,0,375,15,0.035461,523235,528635,175700,183400,3,20,25,800
"596",14,1,0,265,27,0.0638298,523235,528635,175500,183400,3,20,25,800
"597",14,2,0,346,37,0.0874704,523235,528635,175500,183400,3,20,25,800
"598",14,3,0,506,46,0.108747,523235,528635,175500,183400,3,20,25,800
"599",14,4,0,696,69,0.163121,522835,528635,175500,183400,3,20,25,800
"600",14,5,0,958,88,0.208038,522835,528735,175500,184000,3,20,25,800
"601",14,6,0,1335,105,0.248227,522835,528735,175500,184000,3,20,25,800
"602",14,7,0,1623,135,0.319149,522135,528735,175500,184100,3,20,25,800
"603",14,8,0,2012,146,0.345154,522135,528735,175500,184100,3,20,25,800
"604",14,9,0,2321,159,0.375887,522135,528735,175500,184100,3,20,25,800
"605",14,10,0,2508,168,0.397163,522135,528735,175500,184100,3,20,25,800
"606",15,0,0,375,15,0.035461,523235,528635,175700,183400,3,20,25,800
"607",15,1,0,243,26,0.0614657,523235,528635,175700,183400,3,20,25,800
"608",15,2,0,358,39,0.0921986,523235,528735,175700,183400,3,20,25,800
"609",15,3,0,552,71,0.167849,523235,528735,175700,184100,3,20,25,800
"610",15,4,0,949,93,0.219858,523235,528735,175700,184100,3,20,25,800
"611",15,5,0,1407,116,0.274232,523235,528735,175700,184100,3,20,25,800
"612",15,6,0,1741,141,0.333333,523235,528735,175700,184100,3,20,25,800
"613",15,7,0,2228,154,0.364066,522835,528735,175700,184100,3,20,25,800
"614",15,8,0,2496,167,0.394799,522835,528735,175700,184100,3,20,25,800
"615",15,9,0,2725,174,0.411348,522835,528735,175700,184100,3,20,25,800
"616",15,10,0,2858,183,0.432624,522735,528735,175700,184100,3,20,25,800
"617",16,0,0,375,15,0.035461,523235,528635,175700,183400,3,20,25,800
"618",16,1,0,230,23,0.0543735,523235,528735,175700,183400,3,20,25,800
"619",16,2,0,305,27,0.0638298,523235,528735,175700,183400,3,20,25,800
"620",16,3,0,413,33,0.0780142,523235,528735,175700,183400,3,20,25,800
"621",16,4,0,511,43,0.101655,523235,528735,175700,183400,3,20,25,800
"622",16,5,0,668,61,0.144208,523235,528735,175500,183400,3,20,25,800
"623",16,6,0,909,79,0.186761,522135,528735,175500,183400,3,20,25,800
"624",16,7,0,1138,98,0.231678,522135,528735,175500,183400,3,20,25,800
"625",16,8,0,1503,126,0.297872,522135,528735,175500,183400,3,20,25,800
"626",16,9,0,1907,145,0.34279,522135,528735,175500,184000,3,20,25,800
"627",16,10,0,2294,158,0.373522,522135,528735,175500,184000,3,20,25,800
"628",17,0,0,375,15,0.035461,523235,528635,175700,183400,3,20,25,800
"629",17,1,0,241,24,0.0567376,523235,528635,175700,183400,3,20,25,800
"630",17,2,0,330,29,0.0685579,523235,528635,175700,183400,3,20,25,800
"631",17,3,0,403,37,0.0874704,523235,528635,175700,183400,3,20,25,800
"632",17,4,0,555,50,0.118203,523235,528635,175700,183400,3,20,25,800
"633",17,5,0,698,74,0.174941,523235,528635,175700,183400,3,20,25,800
"634",17,6,0,1064,92,0.217494,523235,528735,175700,183400,3,20,25,800
"635",17,7,0,1480,114,0.269504,523235,528735,175700,184100,3,20,25,800
"636",17,8,0,1749,126,0.297872,523235,528735,175700,184100,3,20,25,800
"637",17,9,0,2024,139,0.328605,523235,528735,175700,184100,3,20,25,800
"638",17,10,0,2215,154,0.364066,523235,528735,175500,184100,3,20,25,800
"639",18,0,0,375,15,0.035461,523235,528635,175700,183400,3,20,25,800
"640",18,1,0,249,22,0.0520095,523235,528635,175500,183400,3,20,25,800
"641",18,2,0,304,34,0.0803782,523235,528735,175500,183400,3,20,25,800
"642",18,3,0,489,52,0.122931,523235,528735,175500,183400,3,20,25,800
"643",18,4,0,737,73,0.172577,523235,528735,175500,183400,3,20,25,800
"644",18,5,0,1082,97,0.229314,523235,528735,175500,183400,3,20,25,800
"645",18,6,0,1418,116,0.274232,523235,528735,175500,186700,3,20,25,800
"646",18,7,0,1749,142,0.335697,523235,528735,175500,186700,3,20,25,800
"647",18,8,0,2224,153,0.361702,523235,529735,175500,186700,3,20,25,800
"648",18,9,0,2402,170,0.401891,523235,529735,175500,187000,3,20,25,800
"649",18,10,0,2683,182,0.43026,523235,529735,175500,187600,3,20,25,800
"650",19,0,0,375,15,0.035461,523235,528635,175700,183400,3,20,25,800
"651",19,1,0,266,24,0.0567376,523235,528635,175700,183400,3,20,25,800
"652",19,2,0,348,38,0.0898345,523235,528635,175700,183400,3,20,25,800
"653",19,3,0,540,57,0.134752,523235,528735,175700,183400,3,20,25,800
"654",19,4,0,805,75,0.177305,523235,528735,175700,184100,3,20,25,800
"655",19,5,0,1091,102,0.241135,523235,528735,175700,184100,3,20,25,800
"656",19,6,0,1476,127,0.300236,523235,528735,175500,184100,3,20,25,800
"657",19,7,0,1868,147,0.347518,523235,529535,175500,184100,3,20,25,800
"658",19,8,0,2395,158,0.373522,523235,529535,175500,184100,3,20,25,800
"659",19,9,0,2606,166,0.392435,523235,529535,175500,184100,3,20,25,800
"660",19,10,0,2676,173,0.408983,523235,529535,175500,184100,3,20,25,800
"661",0,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"662",0,1,0,602,36,0.0851064,523235,528735,175700,183400,4,50,25,800
"663",0,2,0,966,64,0.1513,523235,528735,175700,183400,4,50,25,800
"664",0,3,0,1919,109,0.257683,523235,528735,175700,183400,4,50,25,800
"665",0,4,0,3310,143,0.338061,523235,528735,175700,184100,4,50,25,800
"666",0,5,0,4914,156,0.368794,523235,528735,175700,184100,4,50,25,800
"667",0,6,0,6193,173,0.408983,523235,529535,175700,184100,4,50,25,800
"668",0,7,0,6849,184,0.434988,523235,529535,175700,184100,4,50,25,800
"669",0,8,0,7356,192,0.453901,522535,529535,175500,184100,4,50,25,800
"670",0,9,0,7802,195,0.460993,522535,529535,175500,184100,4,50,25,800
"671",0,10,0,7911,200,0.472813,522535,529535,175500,184100,4,50,25,800
"672",1,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"673",1,1,0,572,36,0.0851064,523235,528735,175700,183400,4,50,25,800
"674",1,2,0,945,69,0.163121,523235,528735,175700,183400,4,50,25,800
"675",1,3,0,1954,103,0.243499,523235,528735,175700,183400,4,50,25,800
"676",1,4,0,3277,146,0.345154,523235,528735,175500,183400,4,50,25,800
"677",1,5,0,4840,170,0.401891,523235,528735,175500,184100,4,50,25,800
"678",1,6,0,6149,183,0.432624,523235,528735,175500,184100,4,50,25,800
"679",1,7,0,7291,191,0.451537,523235,528735,175500,184100,4,50,25,800
"680",1,8,0,7742,200,0.472813,522235,528735,175500,186100,4,50,25,800
"681",1,9,0,8125,203,0.479905,522235,528735,175500,186400,4,50,25,800
"682",1,10,0,8250,207,0.489362,522235,528735,175500,186700,4,50,25,800
"683",2,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"684",2,1,0,605,44,0.104019,523235,528735,175700,183400,4,50,25,800
"685",2,2,0,1079,75,0.177305,523235,528735,175700,183400,4,50,25,800
"686",2,3,0,2188,115,0.271868,523235,528735,175700,183400,4,50,25,800
"687",2,4,0,3734,149,0.352246,522835,528735,175700,183400,4,50,25,800
"688",2,5,0,5294,163,0.385343,522835,528735,175700,186300,4,50,25,800
"689",2,6,0,6412,176,0.416076,522735,528735,175700,187000,4,50,25,800
"690",2,7,0,6947,188,0.444444,522735,528735,175700,187100,4,50,25,800
"691",2,8,0,7391,209,0.49409,522735,528735,175600,187200,4,50,25,800
"692",2,9,0,8105,241,0.56974,522735,528735,175600,187500,4,50,25,800
"693",2,10,0,9030,303,0.716312,522535,528835,175500,187600,4,50,25,800
"694",3,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"695",3,1,0,593,36,0.0851064,523235,528635,175700,183400,4,50,25,800
"696",3,2,0,932,59,0.13948,523235,528735,175700,183400,4,50,25,800
"697",3,3,0,1838,112,0.264775,522835,528735,175500,184000,4,50,25,800
"698",3,4,0,3283,152,0.359338,522835,528735,175500,184000,4,50,25,800
"699",3,5,0,5277,178,0.420804,522835,528735,175500,184000,4,50,25,800
"700",3,6,0,6805,190,0.449173,522735,528735,175500,184000,4,50,25,800
"701",3,7,0,7450,199,0.470449,522735,529535,175500,184100,4,50,25,800
"702",3,8,0,8038,205,0.484634,522735,529535,175500,184100,4,50,25,800
"703",3,9,0,8250,211,0.498818,522735,529835,175500,186200,4,50,25,800
"704",3,10,0,8545,214,0.50591,522535,529835,175500,186200,4,50,25,800
"705",4,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"706",4,1,0,563,40,0.0945626,523235,528635,175700,183400,4,50,25,800
"707",4,2,0,974,62,0.146572,523235,528635,175700,183400,4,50,25,800
"708",4,3,0,1917,109,0.257683,523235,528735,175700,184100,4,50,25,800
"709",4,4,0,3258,138,0.326241,523235,528735,175700,184100,4,50,25,800
"710",4,5,0,4860,164,0.387707,523235,528735,175700,186400,4,50,25,800
"711",4,6,0,6167,184,0.434988,523235,528735,175700,187100,4,50,25,800
"712",4,7,0,7167,200,0.472813,523235,528735,175700,187100,4,50,25,800
"713",4,8,0,7895,219,0.51773,523235,528735,175700,187600,4,50,25,800
"714",4,9,0,8484,271,0.640662,523235,528735,175700,187600,4,50,25,800
"715",4,10,0,10057,333,0.787234,523235,528735,175600,187600,4,50,25,800
"716",5,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"717",5,1,0,593,41,0.0969267,522835,528735,175700,183400,4,50,25,800
"718",5,2,0,974,71,0.167849,522835,528735,175700,183400,4,50,25,800
"719",5,3,0,2066,111,0.262411,522835,528735,175700,183400,4,50,25,800
"720",5,4,0,3482,142,0.335697,522835,528735,175700,184000,4,50,25,800
"721",5,5,0,5116,163,0.385343,522835,528735,175700,184000,4,50,25,800
"722",5,6,0,6251,175,0.413712,522835,528735,175700,184000,4,50,25,800
"723",5,7,0,6897,184,0.434988,522735,528735,175700,186500,4,50,25,800
"724",5,8,0,7334,192,0.453901,522735,528735,175700,186900,4,50,25,800
"725",5,9,0,7813,203,0.479905,522535,528735,175700,187500,4,50,25,800
"726",5,10,0,8028,225,0.531915,522535,528735,175500,187500,4,50,25,800
"727",6,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"728",6,1,0,627,39,0.0921986,523235,528735,175700,183400,4,50,25,800
"729",6,2,0,975,69,0.163121,523235,528735,175700,183400,4,50,25,800
"730",6,3,0,1932,112,0.264775,523235,528735,175700,183400,4,50,25,800
"731",6,4,0,3416,138,0.326241,523235,528735,175700,184000,4,50,25,800
"732",6,5,0,4986,156,0.368794,523235,528735,175700,185800,4,50,25,800
"733",6,6,0,6063,172,0.406619,523235,528735,175700,186800,4,50,25,800
"734",6,7,0,6824,186,0.439716,522835,528735,175500,187000,4,50,25,800
"735",6,8,0,7437,211,0.498818,522835,528735,175500,187300,4,50,25,800
"736",6,9,0,8008,258,0.609929,522735,528735,175500,187300,4,50,25,800
"737",6,10,0,9396,334,0.789598,522735,528735,175500,187500,4,50,25,800
"738",7,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"739",7,1,0,615,37,0.0874704,523235,528735,175700,183400,4,50,25,800
"740",7,2,0,942,61,0.144208,523235,528735,175700,183400,4,50,25,800
"741",7,3,0,1871,103,0.243499,523235,529535,175700,183400,4,50,25,800
"742",7,4,0,3148,141,0.333333,523235,529535,175700,183900,4,50,25,800
"743",7,5,0,4818,166,0.392435,523235,529535,175700,183900,4,50,25,800
"744",7,6,0,6098,182,0.43026,523235,529535,175700,184100,4,50,25,800
"745",7,7,0,7166,188,0.444444,523235,529535,175700,184100,4,50,25,800
"746",7,8,0,7684,195,0.460993,523235,529535,175500,184100,4,50,25,800
"747",7,9,0,8096,200,0.472813,523235,529535,175500,186500,4,50,25,800
"748",7,10,0,8085,202,0.477541,522735,529535,175500,186800,4,50,25,800
"749",8,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"750",8,1,0,615,34,0.0803782,523235,528735,175700,183400,4,50,25,800
"751",8,2,0,897,54,0.12766,522835,528735,175600,183400,4,50,25,800
"752",8,3,0,1678,89,0.210402,522835,528735,175600,187000,4,50,25,800
"753",8,4,0,2799,134,0.316785,522835,529735,175600,187000,4,50,25,800
"754",8,5,0,4335,176,0.416076,522735,529735,175600,187000,4,50,25,800
"755",8,6,0,6081,199,0.470449,522135,529735,175500,187400,4,50,25,800
"756",8,7,0,7677,226,0.534279,522135,529735,175500,187600,4,50,25,800
"757",8,8,0,8539,279,0.659574,522135,529835,175500,187600,4,50,25,800
"758",8,9,0,10183,338,0.799054,522135,529835,175500,187600,4,50,25,800
"759",8,10,0,12494,387,0.914894,522135,529835,175500,187600,4,50,25,800
"760",9,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"761",9,1,0,593,30,0.070922,523235,528635,175700,183400,4,50,25,800
"762",9,2,0,874,52,0.122931,522835,528635,175700,183400,4,50,25,800
"763",9,3,0,1604,94,0.222222,522835,529735,175700,183400,4,50,25,800
"764",9,4,0,2709,141,0.333333,522835,529735,175700,183400,4,50,25,800
"765",9,5,0,4472,165,0.390071,522735,529735,175700,183400,4,50,25,800
"766",9,6,0,6250,181,0.427896,522735,529735,175700,186200,4,50,25,800
"767",9,7,0,7025,193,0.456265,522735,529735,175700,186500,4,50,25,800
"768",9,8,0,7688,208,0.491726,522735,529735,175700,187000,4,50,25,800
"769",9,9,0,8125,225,0.531915,522735,529735,175500,187300,4,50,25,800
"770",9,10,0,8941,276,0.652482,522735,529735,175500,187600,4,50,25,800
"771",10,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"772",10,1,0,599,38,0.0898345,523235,528735,175700,184100,4,50,25,800
"773",10,2,0,948,70,0.165485,523235,528735,175700,184100,4,50,25,800
"774",10,3,0,1990,111,0.262411,523235,528735,175700,184100,4,50,25,800
"775",10,4,0,3542,148,0.349882,523235,528735,175500,184100,4,50,25,800
"776",10,5,0,5223,171,0.404255,523235,528735,175500,184100,4,50,25,800
"777",10,6,0,6580,180,0.425532,523235,528735,175500,187300,4,50,25,800
"778",10,7,0,7182,191,0.451537,523235,528735,175500,187400,4,50,25,800
"779",10,8,0,7630,206,0.486998,522435,529835,175500,187400,4,50,25,800
"780",10,9,0,8179,230,0.543735,522435,529835,175500,187400,4,50,25,800
"781",10,10,0,8884,282,0.666667,522435,529835,175500,187600,4,50,25,800
"782",11,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"783",11,1,0,596,34,0.0803782,523235,528735,175700,183400,4,50,25,800
"784",11,2,0,876,54,0.12766,523235,528735,175500,183400,4,50,25,800
"785",11,3,0,1670,100,0.236407,523235,528735,175500,183400,4,50,25,800
"786",11,4,0,2907,137,0.323877,523235,529735,175500,183400,4,50,25,800
"787",11,5,0,4609,155,0.36643,522835,529735,175500,183400,4,50,25,800
"788",11,6,0,5962,171,0.404255,522835,529835,175500,183400,4,50,25,800
"789",11,7,0,6849,188,0.444444,522735,529835,175500,183900,4,50,25,800
"790",11,8,0,7399,195,0.460993,522735,529835,175500,183900,4,50,25,800
"791",11,9,0,7995,207,0.489362,522135,529835,175500,186500,4,50,25,800
"792",11,10,0,8246,213,0.503546,522135,529835,175500,186900,4,50,25,800
"793",12,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"794",12,1,0,601,34,0.0803782,523235,528735,175700,183900,4,50,25,800
"795",12,2,0,934,61,0.144208,523235,528735,175700,183900,4,50,25,800
"796",12,3,0,1770,98,0.231678,523235,528735,175700,184000,4,50,25,800
"797",12,4,0,3059,134,0.316785,523235,528735,175700,186700,4,50,25,800
"798",12,5,0,4763,164,0.387707,522535,528735,175700,186900,4,50,25,800
"799",12,6,0,6102,192,0.453901,522535,528735,175500,187600,4,50,25,800
"800",12,7,0,7264,231,0.546099,522535,528735,175500,187600,4,50,25,800
"801",12,8,0,8487,298,0.704492,522535,528735,175500,187600,4,50,25,800
"802",12,9,0,10801,349,0.825059,522535,528735,175500,187600,4,50,25,800
"803",12,10,0,13382,383,0.905437,522535,528835,175500,187600,4,50,25,800
"804",13,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"805",13,1,0,617,37,0.0874704,522735,528735,175700,183400,4,50,25,800
"806",13,2,0,903,67,0.158392,522535,528735,175700,183400,4,50,25,800
"807",13,3,0,1891,96,0.22695,522535,528735,175500,183400,4,50,25,800
"808",13,4,0,3164,144,0.340426,522535,528735,175500,183400,4,50,25,800
"809",13,5,0,4657,167,0.394799,522535,528735,175500,183400,4,50,25,800
"810",13,6,0,6102,179,0.423168,522135,528735,175500,183400,4,50,25,800
"811",13,7,0,7004,190,0.449173,522135,528735,175500,183400,4,50,25,800
"812",13,8,0,7640,196,0.463357,522135,528735,175500,186400,4,50,25,800
"813",13,9,0,7892,207,0.489362,522135,528735,175500,187200,4,50,25,800
"814",13,10,0,8370,219,0.51773,522135,528735,175500,187200,4,50,25,800
"815",14,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"816",14,1,0,633,45,0.106383,523235,528635,175700,183400,4,50,25,800
"817",14,2,0,1150,72,0.170213,523235,528735,175700,183400,4,50,25,800
"818",14,3,0,2164,110,0.260047,523235,528735,175700,183400,4,50,25,800
"819",14,4,0,3482,144,0.340426,523235,528735,175700,183400,4,50,25,800
"820",14,5,0,5036,164,0.387707,522735,528735,175600,184000,4,50,25,800
"821",14,6,0,6361,177,0.41844,522735,528735,175600,187100,4,50,25,800
"822",14,7,0,7096,197,0.465721,522735,529735,175500,187100,4,50,25,800
"823",14,8,0,7538,217,0.513002,522735,529735,175500,187500,4,50,25,800
"824",14,9,0,8401,250,0.591017,522735,529835,175500,187600,4,50,25,800
"825",14,10,0,9373,307,0.725768,522735,529835,175500,187600,4,50,25,800
"826",15,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"827",15,1,0,572,42,0.0992908,523235,528735,175700,183400,4,50,25,800
"828",15,2,0,1066,68,0.160756,523235,528735,175700,183400,4,50,25,800
"829",15,3,0,1993,110,0.260047,523235,528735,175500,183400,4,50,25,800
"830",15,4,0,3473,145,0.34279,523235,528735,175500,184000,4,50,25,800
"831",15,5,0,5021,163,0.385343,523235,528735,175500,184100,4,50,25,800
"832",15,6,0,6270,179,0.423168,522835,528735,175500,184100,4,50,25,800
"833",15,7,0,6892,182,0.43026,522835,528735,175500,184100,4,50,25,800
"834",15,8,0,7426,189,0.446809,522735,528735,175500,184100,4,50,25,800
"835",15,9,0,7689,194,0.458629,522735,529535,175500,184100,4,50,25,800
"836",15,10,0,7814,197,0.465721,522735,529535,175500,184100,4,50,25,800
"837",16,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"838",16,1,0,614,36,0.0851064,523235,528735,175700,183400,4,50,25,800
"839",16,2,0,942,61,0.144208,523235,528735,175700,183900,4,50,25,800
"840",16,3,0,1831,99,0.234043,523235,528735,175700,183900,4,50,25,800
"841",16,4,0,3101,141,0.333333,523235,528735,175700,184000,4,50,25,800
"842",16,5,0,4760,163,0.385343,523235,528735,175700,184100,4,50,25,800
"843",16,6,0,6170,181,0.427896,523235,528735,175500,186800,4,50,25,800
"844",16,7,0,7063,194,0.458629,523235,529535,175500,186800,4,50,25,800
"845",16,8,0,7657,205,0.484634,523235,529535,175500,187000,4,50,25,800
"846",16,9,0,8293,213,0.503546,523235,529535,175500,187100,4,50,25,800
"847",16,10,0,8623,234,0.553191,523235,529535,175500,187100,4,50,25,800
"848",17,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"849",17,1,0,636,32,0.0756501,523235,528635,175700,183400,4,50,25,800
"850",17,2,0,858,65,0.153664,522735,528735,175500,184100,4,50,25,800
"851",17,3,0,1760,104,0.245863,522735,528735,175500,184100,4,50,25,800
"852",17,4,0,3188,147,0.347518,522735,528735,175500,184100,4,50,25,800
"853",17,5,0,4872,177,0.41844,522735,528735,175500,184100,4,50,25,800
"854",17,6,0,6502,192,0.453901,522535,528735,175500,184100,4,50,25,800
"855",17,7,0,7575,203,0.479905,522535,528735,175500,184100,4,50,25,800
"856",17,8,0,8169,207,0.489362,522135,528735,175500,184100,4,50,25,800
"857",17,9,0,8311,210,0.496454,522135,528735,175500,184100,4,50,25,800
"858",17,10,0,8640,211,0.498818,522135,528735,175500,184100,4,50,25,800
"859",18,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"860",18,1,0,601,41,0.0969267,523235,528735,175700,184000,4,50,25,800
"861",18,2,0,1009,71,0.167849,523235,528735,175700,184100,4,50,25,800
"862",18,3,0,2055,109,0.257683,523235,528735,175500,184100,4,50,25,800
"863",18,4,0,3390,141,0.333333,523235,528735,175500,184100,4,50,25,800
"864",18,5,0,5045,166,0.392435,523235,528735,175500,184100,4,50,25,800
"865",18,6,0,6317,179,0.423168,523235,528735,175500,184100,4,50,25,800
"866",18,7,0,7146,184,0.434988,523235,529535,175500,184100,4,50,25,800
"867",18,8,0,7480,197,0.465721,523235,529535,175500,186800,4,50,25,800
"868",18,9,0,7872,210,0.496454,523235,529735,175500,187100,4,50,25,800
"869",18,10,0,8370,242,0.572104,522835,529735,175500,187500,4,50,25,800
"870",19,0,0,375,15,0.035461,523235,528635,175700,183400,4,50,25,800
"871",19,1,0,572,33,0.0780142,523235,528635,175700,183400,4,50,25,800
"872",19,2,0,939,55,0.130024,523235,528635,175500,183400,4,50,25,800
"873",19,3,0,1623,92,0.217494,523235,528635,175500,183400,4,50,25,800
"874",19,4,0,2849,132,0.312057,523235,528735,175500,187000,4,50,25,800
"875",19,5,0,4357,148,0.349882,523235,528735,175500,187000,4,50,25,800
"876",19,6,0,5656,172,0.406619,522535,528735,175500,187000,4,50,25,800
"877",19,7,0,6551,182,0.43026,522535,528735,175500,187000,4,50,25,800
"878",19,8,0,7381,191,0.451537,522535,528735,175500,187000,4,50,25,800
"879",19,9,0,7694,211,0.498818,522535,529835,175500,187100,4,50,25,800
"880",19,10,0,8137,235,0.555556,522535,529835,175500,187500,4,50,25,800
"881",0,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"882",0,1,0,251,19,0.0449173,523235,528635,175700,183400,5,20,10,1000
"883",0,2,0,260,28,0.0661939,523235,528635,175700,183400,5,20,10,1000
"884",0,3,0,344,37,0.0874704,523235,528635,175700,183400,5,20,10,1000
"885",0,4,0,470,49,0.115839,523235,528635,175700,183400,5,20,10,1000
"886",0,5,0,618,63,0.148936,523235,528635,175700,183400,5,20,10,1000
"887",0,6,0,814,77,0.182033,522535,528635,175700,183400,5,20,10,1000
"888",0,7,0,1040,97,0.229314,522535,528635,175500,183400,5,20,10,1000
"889",0,8,0,1333,119,0.281324,522535,528635,175500,186700,5,20,10,1000
"890",0,9,0,1630,132,0.312057,522535,528735,175500,186700,5,20,10,1000
"891",0,10,0,1890,147,0.347518,522535,528735,175500,186700,5,20,10,1000
"892",1,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"893",1,1,0,238,21,0.0496454,523235,528635,175500,183400,5,20,10,1000
"894",1,2,0,276,33,0.0780142,523235,528635,175500,184100,5,20,10,1000
"895",1,3,0,384,47,0.111111,523235,528635,175500,184100,5,20,10,1000
"896",1,4,0,586,63,0.148936,523235,528735,175500,186600,5,20,10,1000
"897",1,5,0,829,82,0.193853,523235,528735,175500,186600,5,20,10,1000
"898",1,6,0,1111,100,0.236407,523235,528735,175500,187200,5,20,10,1000
"899",1,7,0,1347,125,0.295508,523235,528735,175500,187200,5,20,10,1000
"900",1,8,0,1745,148,0.349882,523235,528735,175500,187300,5,20,10,1000
"901",1,9,0,2052,178,0.420804,523235,528835,175500,187300,5,20,10,1000
"902",1,10,0,2568,210,0.496454,523235,528835,175500,187400,5,20,10,1000
"903",2,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"904",2,1,0,237,20,0.0472813,523235,528635,175700,183400,5,20,10,1000
"905",2,2,0,284,32,0.0756501,523235,528635,175700,183400,5,20,10,1000
"906",2,3,0,385,46,0.108747,523235,528635,175700,183400,5,20,10,1000
"907",2,4,0,598,63,0.148936,523235,528735,175700,183400,5,20,10,1000
"908",2,5,0,793,80,0.189125,523235,528735,175700,183900,5,20,10,1000
"909",2,6,0,1034,100,0.236407,523235,528735,175700,184000,5,20,10,1000
"910",2,7,0,1361,121,0.286052,523235,528735,175500,184000,5,20,10,1000
"911",2,8,0,1630,138,0.326241,523235,528735,175500,184000,5,20,10,1000
"912",2,9,0,1959,149,0.352246,523235,528735,175500,184000,5,20,10,1000
"913",2,10,0,2253,158,0.373522,523235,528735,175500,184000,5,20,10,1000
"914",3,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"915",3,1,0,251,26,0.0614657,523235,528635,175700,183400,5,20,10,1000
"916",3,2,0,314,41,0.0969267,523235,528635,175700,183400,5,20,10,1000
"917",3,3,0,451,49,0.115839,523235,528635,175700,183400,5,20,10,1000
"918",3,4,0,641,59,0.13948,523235,528635,175700,183400,5,20,10,1000
"919",3,5,0,810,77,0.182033,523235,528735,175700,183400,5,20,10,1000
"920",3,6,0,984,89,0.210402,523235,528735,175700,183400,5,20,10,1000
"921",3,7,0,1213,107,0.252955,523235,528735,175500,183400,5,20,10,1000
"922",3,8,0,1500,123,0.29078,523235,528735,175500,183400,5,20,10,1000
"923",3,9,0,1815,145,0.34279,523235,528735,175500,184000,5,20,10,1000
"924",3,10,0,2080,159,0.375887,523235,528735,175500,184000,5,20,10,1000
"925",4,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"926",4,1,0,261,25,0.0591017,523235,528635,175700,183400,5,20,10,1000
"927",4,2,0,261,35,0.0827423,523235,528735,175700,183400,5,20,10,1000
"928",4,3,0,414,45,0.106383,523235,528735,175700,183400,5,20,10,1000
"929",4,4,0,581,58,0.137116,523235,528735,175500,184100,5,20,10,1000
"930",4,5,0,767,77,0.182033,523235,528735,175500,184100,5,20,10,1000
"931",4,6,0,1029,101,0.238771,522835,528735,175500,184100,5,20,10,1000
"932",4,7,0,1406,119,0.281324,522835,528735,175500,184100,5,20,10,1000
"933",4,8,0,1666,144,0.340426,522835,528735,175500,184100,5,20,10,1000
"934",4,9,0,2082,159,0.375887,522835,528735,175500,186400,5,20,10,1000
"935",4,10,0,2392,170,0.401891,522735,528735,175500,187100,5,20,10,1000
"936",5,0,0,375,15,0.035461,523235,528635,175700,183400,5,20,10,1000
"937",5,1,0,245,22,0.0520095,523235,528635,175700,183400,5,20,10,1000
"938",5,2,0,282,31,0.073286,523235,528735,175700,183400,5,20,10,1000
"939",5,3,0,377,40,0.0945626,523235,528735,175700,184000,5,20,10,1000
"940",5,4,0,489,59,0.13948,523235,528735,175700,184000,5,20,10,1000
"941",5,5,0,687,79,0.186761,523235,528735,175700,184000,5,20,10,1000
"942",5,6,0,1018,104,0.245863,523235,528735,175700,184100,5,20,10,1000
"943",5,7,0,1351,116,0.274232,523235,528735,175700,184100,5,20,10,1000
